prompt_id,text,status
00153,দুটো ভ্রূর মাঝে অল্প ভাঁজ ফেলে ভাবে ভুল দেখল সে!,pending
00154,পুলিশের কাছে কী প্রমাণ আছে যে ওটা বন্দনাই ছিল!,pending
00155,আনন্দটা একটু বেশিই মনে হচ্ছে!,pending
00156,কিন্তু প্রশ্নটা হল অন্য জায়গায়!,pending
00157,কালভৈরবের শক্তি নিয়ে চণ্ডাল জাগবে!,pending
00158,সূর্য জানতে চাইল ঋষভের আগে কে ম্যানেজার ছিল?,pending
00159,কাদের সঙ্গে আর কথা বলব মৃন্ময়ী?,pending
00160,আমার সঙ্গে কথা বলার মতো কেই-বা আছে এখানে?,pending
00161,প্রথমে মনে করতে পারল না এই বৃষভানুটি কে?,pending
00162,আর গেলই যখন এত ডাকাডাকিতেও সাড়া দিচ্ছে না কেন?,pending
00163,থানা-ভরতি এতগুলো লোক কি ঘুমোচ্ছিলে?,pending
00164,ওই ডিরেক্টর আত্রেয়ীকে খুন করতে গেছিল?,pending
00165,প্রহরীও দু-বার কৌন হ্যায় রে?,pending
00166,শালা আত্রেয়ীর বাড়ির একটা লোকও নেই?,pending
00167,নইলে বাপ হয়ে মেয়েকে এই অবস্থায় দেখতে হয়?,pending
00168,আমি কেন অজ্ঞান হয়ে পড়েছিলাম বলতে পারো?,pending
00169,আত্রেয়ী সেনের বাড়ির ওই লোকটা দেখেনি?,pending
00170,এই দুরন্ত বাচ্চা নিয়ে তুমি একা বাড়ি ফিরবে?,pending
00171,কিন্তু ফ্রুট জুস খেয়ে ভুল দেখছে সে?,pending
00172,অথচ সেটা এমন প্রবলভাবে নিজে থেকে দুলছে কী করে?,pending
00173,একের পর এক অসম্ভব ঘটনা কী করে সম্ভব হচ্ছে?,pending
00174,তাহলে কে এই সাজানো সংসার ছত্রখান করে দিল?,pending
00175,যাকে খালি চোখে দেখতে পাচ্ছে না মৃন্ময়ী?,pending
00176,আচ্ছা ওঁদের বাড়ির লোকদের কী খবর দেওয়া হয়েছে?,pending
00177,মুনাই ইশারায় আবার জিজ্ঞেস করল কে ফোন করেছে?,pending
00178,যাচ্ছিল সেদিন ওর মধ্যে বিশেষ কিছু খেয়াল করেছিলে?,pending
00179,তোমার ম্যাডাম কী সবসময় বন্দনাকে নিয়েই ঘুরত?,pending
00180,কিন্তু চোখে কী আদৌ ঘুম আসবে তার?,pending
00181,মাত্র কয়েক মিনিটের মধ্যে এমন সর্বনাশ কে ঘটাল?,pending
00182,আমার আইল্যাশটা খুলে যাচ্ছে দেখতে পাচ্ছ না?,pending
00183,এত সাতপাঁচ কী ভাবছেন বন্দনা ম্যাডাম?,pending
00184,তাহলে কেন পুলিশকে ফোন করতে বাধা দিচ্ছে?,pending
00185,কিন্তু এই মাঝরাতে যাবেটা কোথায়?,pending
00186,ও কী বুঝবে সিনেমাটোগ্রাফির ব্যাপারে?,pending
00187,একটা জলজ্যান্ত লোক উবে গেল তাকে নিয়ে কেস হল না?,pending
00188,থেকে এত ভয় কেন উপচে পড়ছে বন্দনার?,pending
00189,এগুলো নিশ্চই তন্ময় আপনাকে শিখিয়ে দিয়েছিল?,pending
00190,কিন্তু আমি জানতে চাইছিলাম ঠিক কী করবেন আপনি?,pending
00191,অবনীশ জিজ্ঞেস করে কে থাকত ওই ঘরে?,pending
00192,ঘটেনি তখন হঠাৎ কেনই-বা পুলিশের উপদ্রব হবে?,pending
00193,তোমার কোথাও ভুল হচ্ছে না তো বউদি?,pending
00194,আপ জরুর উনকা মামাজি কা রিশতেদার হ্যায় না?,pending
00195,ঘুমের ইঞ্জেকশন দিতে হয়েছে?,pending
00196,তোমরা আত্রেয়ীর বাড়ি পুরো খুঁজেছ?,pending
00197,মানে এই ওয়ালেটটা শান্তনু নিয়োগীর?,pending
00198,শান্তনুকে যে খুন করা হয়েছে সেটা বুঝলে না?,pending
00199,কিন্তু সেখান থেকেই-বা লাশ কোথায় গেল?,pending
00200,কতগুলোর জট ছাড়াব একসঙ্গে?,pending
00201,এরকমভাবে সময় বুঝে সিসিটিভি কীভাবে বন্ধ হবে স্যার?,pending
00202,এই লোকটিও কী আত্রেয়ী সেনের ফ্যান?,pending
00203,এই কেসটা কীভাবে জটিল হয়ে যাচ্ছে একবার ভেবেছ?,pending
00204,এখন আত্রেয়ীর অতীত কীভাবে কোথা থেকে জানব?,pending
00205,একজন অসুস্থ মানুষকে আপনারা থানায় নিয়ে যাবেন?,pending
00206,মিহিরদা এবার লো অ্যাঙ্গেল শট তো?,pending
00207,সারা পৃথিবীতে আমি একাই বন্দনা দত্ত নাকি?,pending
00208,কিন্তু তুমি এতো ডিটেইলস জানলে কী করে?,pending
00209,আর সেই আমি কিনা ভিক্ষে চাইব ওই মহিলার কাছে?,pending
00210,আচ্ছা ফোনে তন্ময়কে ঠিক কী বলেছিলেন আপনি?,pending
00211,ও তোমার অসুবিধে হচ্ছে নাকি?,pending
00212,তাহলে কি আত্রেয়ীকে পুরোপুরি মারতে চায়নি?,pending
00213,শান্তনুর বডিটা কোথায় গেল?,pending
00214,যখন দ্রুতগামী কোনো যানই কলকাতা পৌঁছোতে পারে না?,pending
00215,"এটি প্রথমবার ঘটেছে, নাকি আগেও হয়েছে?",pending
00216,আনন্দে প্রায় নেচে উঠল আত্রেয়ী।,pending
00217,স্তোত্রও প্রায় শেষের মুখে।,pending
00218,শেষ মুহূর্ত পর্যন্ত জানতে পারেনি।,pending
00219,তার ওপর মাথা থেকে গলা পর্যন্ত মাঙ্কি ক্যাপ পরা।,pending
00220,ওঁর সঙ্গে তোর রক্তের সম্পর্ক।,pending
00221,বিবস্ত্র শরীরটা দুলে দুলে উঠল।,pending
00222,কিন্তু পিন্টুর ক্ষেত্রে সেরকম হয়নি।,pending
00223,কিন্তু সেক্ষেত্রে কেউ না কেউ খুঁজে পেত।,pending
00224,হাতে আর মাত্র এক ঘণ্টা পনেরো মিনিট!,pending
00225,হ্যালো … হ্যাঁ শুনতে পাচ্ছেন?,pending
00226,আরে বাবা আমারও তো একটা ভাবনা-চিন্তা আছে নাকি?,pending
00227,উল্লুকের মতো লাফাচ্ছ কেন?,pending
00228,তা তুমি তোমাদের আত্রেয়ীকে কী বলে ডাকো বাবা?,pending
00229,সোনাইয়ের সঙ্গে কী বউদি?,pending
00230,আর বারবার ওর সঙ্গে কী হচ্ছে?,pending
00231,কিন্তু সামান্য একটা কুকুরকে কে ওইভাবে মারবে?,pending
00232,এটা সাধারণ ব্র্যান্ড বুঝি?,pending
00233,সেদিন তোমার বন্দনাদিদিও বাড়িতে ছিল তাই তো?,pending
00234,আত্রেয়ী সেনের খুনের ব্যাপারে কিছু?,pending
00235,নতুন কোনো অভিনেত্রী পেয়েছ বুঝি?,pending
00236,সেই কী আত্রেয়ীকে ঠেলে দিয়েছে ছাদ থেকে?,pending
00237,আত্মাকে একেবারে শেষ করে দিলেন না কেন নীলাম্বরবাবু?,pending
00238,কিন্তু এই মালটা আবার কী কথা বলবে?,pending
00239,খুব বুকে জড়াতে ইচ্ছে করেছিল না?,pending
00240,কিন্তু তুমি এত ডিটেইলস জানলে কী করে?,pending
00241,আত্রেয়ী যখন বাঁচবেই না তখন আর সে হার রেখে কী হবে?,pending
00242,কিন্তু সেটা এখন বলে আর কী লাভ?,pending
00243,হ্যালো! কীভাবে আপনাকে সাহায্য করতে পারি?,pending
00244,সন্ধ্যায় পরিকল্পনা আছে?,pending
00245,ছবি চলছে বত্তিরিশ ইঞ্চি স্ক্রিনে।,pending
00246,খুনের দায়ে গ্রেপ্তার পরিচালক মিহির সরখেল।,pending
00247,রবির আগে আরও একজন ছিলেন পঙ্কজ শর্মা নামের।,pending
00248,সেখান থেকে ফ্লাইটে নিউ দিল্লি পৌনে দু-ঘণ্টা।,pending
00249,আধঘণ্টার কসরতে জায়গাটা ভেঙে একটা গর্ত তৈরি হল।,pending
00250,গুরুদেবের শুভ্র শুশ্রুর ফাঁকে ছলনার হাসি ফুটে ওঠে।,pending
00251,"নমস্কার, আপনার কল কেন্দ্রে আপনাকে স্বাগতম।",pending
00252,আত্রেয়ী সেনের এতকালের অভিজ্ঞতার দামটা তো দিবি।,pending
00253,দিনের আলোর মতো স্পষ্ট হয়ে উঠছে সব কিছু।,pending
00254,টলিপাড়ায় ঘটে গেল মর্মান্তিক দুর্ঘটনা।,pending
00255,নিশ্চই আপনার কোথাও ভুল হচ্ছে।,pending
00256,বলা ভালো মৃত্যুর সঙ্গে পাঞ্জা লড়ছেন।,pending
00257,এই তো মাত্র সপ্তাদুয়েক আগের কথা।,pending
00258,ক্লান্তিতে চোখদুটো ছোটো হয়ে গেছে।,pending
00259,সেটা বলতেই ফোন করেছিল বাট নেটওয়ার্ক প্রবলেম।,pending
00260,সাপের মতো অজস্র নল ঘিরে রেখেছে আত্রেয়ী সেনকে।,pending
00261,ডান পায়ের পুরোটাই শক্ত সাদা পট্টিতে মোড়া।,pending
00262,আত্রেয়ীর বাড়ি বালিগঞ্জ থানার আন্ডারে।,pending
00263,এতক্ষণ পাথরের মতো নিশ্চুপ হয়ে বসেছিল মৃন্ময়ী।,pending
00264,তুমি নিজেই লেন্সের সঙ্গে এর পার্থক্য বুঝতে পারবে।,pending
00265,শরীরে আর মনে মৃন্ময়ীর ভীষণ ক্লান্তি।,pending
00266,মেরুদণ্ড বেয়ে হিমস্রোত নেমে গেল।,pending
00267,স্মার্ট হতে গিয়ে প্রথম চোটে একটু পিছলেই গেল।,pending
00268,বলতে বলতে স্মৃতিবিধুর চোখে হাসল বন্দনা।,pending
00269,অবশেষে লাঞ্চ টাইমে বেরোল শান্তনু।,pending
00270,অশরীরীকে প্রশ্রয় দিলে সে আরও ঘাড়ে চেপে বসে।,pending
00271,সাদার্ন অ্যাভিনিউয়ে নীলাম্বরের বাড়ি।,pending
00272,ছায়ামূর্তির বুকে এখন আগুনপোড়া চচ্চড়ে শব্দ।,pending
00273,মাটির বুকে ঘুমিয়ে থাকা কীটেরা রক্তের গন্ধ পেল।,pending
00274,এক প্রচণ্ড ঝাঁকুনিতে ঘুমটা ভেঙে গেল মৃন্ময়ীর।,pending
00275,হস্তী মত্ত না হলে সংসারটা যে ছত্রখান হয়ে যাবে।,pending
00276,মাত্র দুটো দিনে চেনা মানুষটাকে অন্য লোক মনে হচ্ছে।,pending
00277,মানে ওদের সঙ্গে কিন্তু বেশি কথা বোলো না কেমন।,pending
00278,এতক্ষণ লোকটাকে পাথরের মূর্তির মতো লাগছিল।,pending
00279,তবে এ বাড়ির বর্তমান মালিক ব্যাঙ্গালোরে থাকেন।,pending
00280,কিন্তু এখন মিহির শুধুই রক্তমাংসের পুতুল।,pending
00281,একসঙ্গে এতগুলো প্রশ্ন করে থামল সে।,pending
00282,এত বছরের কর্মজীবনে এমন ফ্যাসাদে কক্ষনো পড়েননি।,pending
00283,এমন অদ্ভুত কাণ্ডও ঘটেনি তার সঙ্গে।,pending
00284,কিন্তু সূর্য একেবারে দাঁত ছড়িয়ে হাসে।,pending
00285,প্রথমে স্যার বলে কাউকে একটা সম্বোধন করেছিল।,pending
00286,এমনকি নীল রঙের জিন্সটাও স্পষ্ট।,pending
00287,এই সুচিভেদ্য অন্ধকারেও কুকুরগুলো বড্ড জ্বালাচ্ছে।,pending
00288,মিহিরের বন্ধ ঠোঁটদুটো অনেকক্ষণ বাদে নড়ে ওঠে।,pending
00289,মিহিরের ক্ষেত্রেও এই বাড়িটা সেই সহজলভ্য জায়গা।,pending
00290,আত্রেয়ী প্রথমে কিছুতেই তুলতে চায়নি।,pending
00291,আত্রেয়ীর পুরো ঘটনাটার সাক্ষী যে ছেলেটি।,pending
00292,তন্ময়ের মুখটা একটু ভালো করে পর্যবেক্ষণ করল বৃদ্ধ।,pending
00293,কোনদিক থেকে আত্রেয়ীকে দেখতে সবচেয়ে সুন্দর লাগে।,pending
00294,ঘরে বসে মিহিরের দু-চোখ বেয়ে তখন রক্ত গড়াচ্ছে।,pending
00295,হাত-পায়ের নখগুলো কালো আর তীক্ষ্ণ হচ্ছে।,pending
00296,কারণ সেই ঘটনার সঙ্গে ওতপ্রোতভাবে জড়িত ভানু।,pending
00297,আগে আত্রেয়ীর কথা উঠলেই কী উৎফুল্ল হয়ে উত্তর দিত।,pending
00298,চোখ বন্ধ করেই হাত ঝাপটাতে ইচ্ছে করছে।,pending
00299,এইমাত্র আপনাকে নিয়ে কথা হচ্ছিল।,pending
00300,ফ্রিজের পাল্লা বন্ধ করে সোফায় গিয়ে বসল।,pending
00301,কিন্তু আত্রেয়ী তো বলেছিল আর-একটা পড়ে ভেঙে গেছে।,pending
00302,স্পষ্ট সেই গ্লাসটাকে দেখল তন্ময়।,pending
00303,প্রশ্নটা আত্রেয়ীকে করেছিল তন্ময়।,pending
00304,কিন্তু এখন এই ঘরের আলো ছাড়া কিচ্ছু নেই।,pending
00305,একদলা রক্ত-মাংসের পিণ্ড বলাই ভালো।,pending
00306,মনে হচ্ছে কাঁচা রক্ত কাচের গা দিয়ে গড়িয়ে নামছে।,pending
00307,এসব ওর দুর্বল মনের ভ্রম ছাড়া কিচ্ছু নয়।,pending
00308,কথা বলার শক্তিটা হারিয়ে ফেলছে আস্তে আস্তে।,pending
00309,প্রচণ্ড জোরে দরজায় ধাক্কা দিতে থাকে সবাই।,pending
00310,সায়ন নীচে এক মুহূর্ত সময় নষ্ট করেনি।,pending
00311,আস্তে করে খিলটা নামিয়ে দরজার পাল্লাটা খুলতে থাকল।,pending
00312,এই আলোতে ঘরটাকে স্পষ্ট দেখা যায়।,pending
00313,কিন্তু এমন বুক-ফাটানো কান্না সোনাই কখনও কাঁদেনি।,pending
00314,ছেলেকে বুকে জড়িয়ে সান্ত্বনা দিচ্ছে।,pending
00315,কিন্তু এটা স্পেশ্যাল কেস তাই এঁরাই হাল ধরেছেন।,pending
00316,উভয়পক্ষই খানিকটা করে এগিয়ে এল পরস্পরের দিকে।,pending
00317,বকশি জানাল এখুনি বি-পজিটিভ রক্তের প্রয়োজন।,pending
00318,কিন্তু মৃন্ময়ীর ঘরের ভেতর ঘন তমসার আস্তরণ।,pending
